product_code,category,title,description,airline,airline_logo,departure_days,duration,price,master_code,product_no,list_url
EPP4577,패키지 > 서울/인천출발 > 유럽,[노팁 노옵션 노쇼핑] 폴란드 일주 9일 # 직항 / 패키지 속 자유,세기에 남는 과학자와 수많은 예술가를 배출한 폴란드에서 예술적 정취를 한껏 느낄 수 있는 일정,폴란드항공,/images/air_logo/air_LO01.gif,금 출발,여행기간 9일,"2,590,000",EPP4577,EPP4577-250228WRO,https://www.verygoodtour.com/Product/PackageList?menuCode=101210202
EPP4933,패키지 > 서울/인천출발 > 유럽,"[찬찬히, 잔잔히] 동유럽 3개국 11일 # 체오헝 / 직항탑승 / 2대야경,궁전",오직 참좋은여행에서만 방문할 수 있는 보석같은 소도시 관광 포함,대한항공,/images/air_logo/air_KE01.gif,"목, 토 출발",여행기간 11일,"2,479,000",EPP4933,EPP4933-250222KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4150,패키지 > 서울/인천출발 > 유럽,[소소함이 특별한 여행] 동유럽 4개국 10일 #체헝오독 / 직항 / 대도시 자유시간,패키지의 장점에 대도시에서 충분한 자유시간까지 갖는 일정,티웨이항공 외 1개,/images/air_logo/air_TW01.gif,"월, 화, 수, 목, 토 출발",여행기간 10일,"1,947,000",EPP4150,EPP4150-250303TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4691,패키지 > 서울/인천출발 > 유럽,[클로즈 업 폴란드] 동유럽 5개국 10일 # 헝폴체오독 / 프라하2박 / 바르샤바 관광,아픈 역사를 이겨낸 발트해의 숨은 보석 폴란드!  영화'쉰들러 리스트'의 배경 크라쿠프와 수도 바르샤바까지 보는 상품,대한항공,/images/air_logo/air_KE01.gif,토 출발,여행기간 10일,"2,279,000",EPP4691,EPP4691-250301KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4140,패키지 > 서울/인천출발 > 유럽,"[동유럽 앙상블] 4개국 10일 # 체헝오독 / 스트라스부르, 콜마르",프랑스와 동유럽을 한번에?! 낯설지만~ 안보면 섭섭한 도시만 모아모아 관광하는 만족 2배 일정,아시아나항공,/images/air_logo/air_OZ01.gif,"일, 화, 목 출발",여행기간 10일,"2,177,000",EPP4140,EPP4140-250223,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4613,패키지 > 서울/인천출발 > 유럽,[패키지 속 자유] 동유럽 4개국 11일 # 체오독헝 / 대도시 자유시간 / 3대야경 / 멜크수도원 내부,"동유럽의 정취를 듬뿍 느낄 수 있는 일정. 작은 소도시부터 구석구석, 프라하,부다페스트와 비엔나 자유시간까지!",아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"월, 수, 금 출발",여행기간 11일,"2,377,000",EPP4613,EPP4613-250224,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4640,패키지 > 서울/인천출발 > 유럽,"[패키지 속 자유] 동유럽 5개국 12일 #  독폴헝오체 / 베를린, 아우슈비츠 / 대도시 자유시간","폴란드를 포함한 유유자적 동유럽 일정, 대도시 충분한 자유시간과 이색적인 소도시 방문!",아시아나항공,/images/air_logo/air_OZ01.gif,"화, 목 출발",여행기간 12일,"2,577,000",EPP4640,EPP4640-250225,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4699,패키지 > 서울/인천출발 > 유럽,"[노팁 노옵션] 동유럽 4개국 11일 # 헝오체 / 프라하 직항 & 일급호텔, 프라하 자유시간","프라하 직항, 노팁 노옵션! 눈과 귀, 마음까지 활짝 열리는 진짜 동유럽 여행",아시아나항공,/images/air_logo/air_OZ01.gif,"일, 화 출발",여행기간 11일,"3,577,000",EPP4699,EPP4699-250406,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4648,패키지 > 서울/인천출발 > 유럽,[동화 속 이야기] 동유럽 5개국 12일 # 체헝오독폴 / 독일 구석구석,패키지에 잘 방문하지 않던 독일 북부 도시와 작센스위스 바슈타이까지 자세히 보는여행,아시아나항공,/images/air_logo/air_OZ01.gif,"화, 목 출발",여행기간 12일,"2,477,000",EPP4648,EPP4648-250225,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4934,패키지 > 서울/인천출발 > 유럽,[익숙하지만 낯선 풍경] 동유럽 5개국 12일 # 폴체오슬헝 / 직항 / 2대야경&궁전,패키지 일정에서는 쉽게 보지 못했던 폴란드를 자세히 관광하는 상품,폴란드항공,/images/air_logo/air_LO01.gif,"화, 토 출발",여행기간 12일,"2,490,000",EPP4934,EPP4934-250225,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4651,패키지 > 서울/인천출발 > 유럽,"[동유럽,새로움엔 끝이 없다] 독일 북부와 폴란드 2개국 10일",패키지로 방문하기 어려웠던 독일 북부 소도시와 폴란드 2개국 완전 일주 코스,루프트한자항공 외 1개,/images/air_logo/air_LH01.gif,"월, 화, 수, 목, 토 출발",여행기간 10일,"2,690,000",EPP4651,EPP4651-250225,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP471,패키지 > 서울/인천출발 > 유럽,"[앙상블 동유럽] 베네룩스 동유럽 9개국 12일 # 벨네룩, 독오체폴헝슬",원조 참좋은! 작지만 강한나라 베네룩스 3국과 동유럽 정통 best 일정을 함께 관광,대한항공 외 1개,/images/air_logo/air_KE01.gif,"일, 수, 토 출발",여행기간 12일,"2,679,000",EPP471,EPP471-250226KL,https://www.verygoodtour.com/Product/PackageList?menuCode=101210203
EPP4580,패키지 > 서울/인천출발 > 유럽,"[꽤 괜찮은 여행] 발칸 동유럽 5개국 11일 # 크슬체헝오 / 2대궁전,야경",반짝이는 아드리아해를 따라 만나는 푸르름 속 힐링시간!,대한항공 외 1개,/images/air_logo/air_KE01.gif,"월, 화, 수, 목, 토 출발",여행기간 11일,"2,490,000",EPP4580,EPP4580-250303LO,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4119,패키지 > 서울/인천출발 > 유럽,"[여행, 어울림] 발칸 동유럽 5개국 10일 # 크슬체오헝 / 블레드,플리트비체 / 벨베데레","예술, 문화, 자연 3박자의 완벽한 어울림! 관광과 힐링을 한번에 느끼는 비교불가 여유 일정",에미레이트항공,/images/air_logo/air_EK01.gif,"월, 화, 수, 금 출발",여행기간 10일,"1,890,000",EPP4119,EPP4119-250224EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4035,패키지 > 서울/인천출발 > 유럽,"[프라하의 봄] 발칸 동유럽 5개국 9일 # 크슬체헝오 / 잘츠부르크, 두브로브니크",과거와 현재가 조화롭게 공존하는 역사와 예술을 간직한 동유럽으로의 초대,대한항공 외 1개,/images/air_logo/air_KE01.gif,"일, 월, 화, 수, 목, 금 출발",여행기간 9일,"2,279,000",EPP4035,EPP4035-250224KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4556,패키지 > 서울/인천출발 > 유럽,"[보고 또 봐도, 여기] 발칸 동유럽 6개국 10일 # 크슬체헝오독 / 2대궁전 & 2대야경","아드리아해부터 로맨틱가도까지! 자연, 예술, 문화를 함께 느끼는 감동",티웨이항공 외 1개,/images/air_logo/air_TW01.gif,"일, 월, 화, 수, 목, 토 출발",여행기간 10일,"2,047,000",EPP4556,EPP4556-250224TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4735,패키지 > 서울/인천출발 > 유럽,"[천혜의 비경] 발칸 동유럽 6개국 11일 # 크슬체오헝독 / 직항탑승 / 2대궁전,야경",프라하에서 두브로브니크까지! 어디 하나 놓칠 수 없는 동유럽 발칸 정석 코스!,대한항공,/images/air_logo/air_KE01.gif,"수, 금 출발",여행기간 11일,"2,379,000",EPP4735,EPP4735-250226KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4679,패키지 > 서울/인천출발 > 유럽,"[방방곡곡 별천지] 발칸 동유럽 6개국 11일 # 크슬몬체헝오 / 두브로브니크 / 2대궁전,야경",오직 참좋은여행에서만 볼 수 있는 동유럽 발칸 여행 최적의 항공 동선!,터키항공 외 1개,/images/air_logo/air_TK01.gif,"월, 수 출발",여행기간 11일,"2,290,000",EPP4679,EPP4679-250224TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4266,패키지 > 서울/인천출발 > 유럽,"[패키지 속 자유] 발칸 동유럽 5개국 9일 # 크슬,체헝오 / 일급호텔, 비엔나 직항",대한항공 비엔나 직항. 여유있어 더 좋은! 요정들이 살 것 같은 플리트비체 공원과 블레드 호수까지~!,대한항공,/images/air_logo/air_KE01.gif,"일, 수, 금 출발",여행기간 9일,"2,279,000",EPP4266,EPP4266-250221VIE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4916,패키지 > 서울/인천출발 > 유럽,"[사계절의 매력] 발칸 동유럽 6개국 9일 # 크슬,체헝오독 / 자그레브","봄,여름,가을,겨울 계절마다 서로 다른 매력으로 언제가도 감동을 주는 발칸 동유럽 추천 일정",아시아나항공,/images/air_logo/air_OZ01.gif,"월, 수, 토 출발",여행기간 9일,"1,977,000",EPP4916,EPP4916-250224OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4987,패키지 > 서울/인천출발 > 유럽,"[떠나는 즐거움] 발칸 동유럽 5개국 9일 #크슬체헝오 / 직항 / 2대야경&궁전, 여유있는 대도시 일정",경유없이 직항으로! 대도시는 여유롭게 소도시는 빠지지 않고 보는 일정,폴란드항공,/images/air_logo/air_LO01.gif,"월, 수, 토 출발",여행기간 9일,"1,990,000",EPP4987,EPP4987-250226,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4688,패키지 > 서울/인천출발 > 유럽,"[노팁 노옵션] 발칸 동유럽 5개국 11일 # 크슬,헝오체 / 일급호텔 & 프라하 자유시간",프라하 직항! 노팁 노옵션으로 편안하게. 동유럽에 발칸 하이라이트 두브로브니크까지 즐기는 여정,아시아나항공,/images/air_logo/air_OZ01.gif,"일, 화 출발",여행기간 11일,"3,777,000",EPP4688,EPP4688-250406,https://www.verygoodtour.com/Product/PackageList?menuCode=101210301
EPP4568,패키지 > 서울/인천출발 > 유럽,"[좋은 곳 다 담고 싶은] 발칸 동유럽 5개국 13일 # 크슬체헝오 / 두브로브니크, 벨베데레, 멜크수도원","버스이동 시간을 줄이고, 숨은 소도시의 매력도 빠지지 않고 볼 수 있는 일정",에미레이트항공,/images/air_logo/air_EK01.gif,"일, 화, 수, 목, 금 출발",여행기간 13일,"2,390,000",EPP4568,EPP4568-250223EK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210302
EPP4779,패키지 > 서울/인천출발 > 유럽,"[아드리아해 낭만 로드] 발칸 동유럽 6개국 12일 # 크슬체헝오독 / 직항 / 2대궁전,야경 / 로맨틱가도",독일 로맨틱가도를 따라 떠나는 낭만 가득한 동유럽 발칸 여행,아시아나항공,/images/air_logo/air_OZ01.gif,"일, 화, 목, 금, 토 출발",여행기간 12일,"2,477,000",EPP4779,EPP4779-250225OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101210302
EPP4056,패키지 > 서울/인천출발 > 유럽,"[남다른 유럽여행] 발칸 동유럽 7개국 12일 # 크슬보,독체헝오 / 베를린","뻔하고 흔한 일정은 싫다~ 남들 보는건 다 보고 독일은 자세히, 보스니아 관광은 플러스~",티웨이항공 외 1개,/images/air_logo/air_TW01.gif,"일, 월, 수, 목, 금, 토 출발",여행기간 12일,"2,247,000",EPP4056,EPP4056-250224TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210302
EPP4337,패키지 > 서울/인천출발 > 유럽,"[어디하나 빼기 아쉽다면?] 발칸 동유럽 7개국 15일 # 크슬,체헝오독폴",오직 참좋은여행에서만! 바르샤바부터 두브로브니크까지! 시간만 되신다면 강력 추천드립니다.,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,"일, 월, 수 출발",여행기간 14일 부터,"2,679,000",EPP4337,EPP4337-250224KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101210302
EPP4579,패키지 > 서울/인천출발 > 유럽,"[패키지 속 자유] 발칸 동유럽 6개국 13일 # 크슬오헝체독/ 일급호텔, 비엔나 직항",대한항공 직항 탑승으로 보다 여유있는 일정에 풍성한 자유시간으로 만족도 높은 일정,대한항공,/images/air_logo/air_KE01.gif,"일, 월, 수, 금 출발",여행기간 13일,"2,679,000",EPP4579,EPP4579-250226,https://www.verygoodtour.com/Product/PackageList?menuCode=101210302
EPP4733,패키지 > 서울/인천출발 > 유럽,"[뜻밖의 여정] 발칸 동유럽 7개국 12일 # 크슬,체헝오독슬 / 프랑스 뽀너스~",애니메이션<하울의 움직이는 성>의 배경지 프랑스 스트라스부르/콜마르를 관광하는 색다른일정,아시아나항공,/images/air_logo/air_OZ01.gif,"일, 화, 목 출발",여행기간 12일,"2,477,000",EPP4733,EPP4733-250225OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101210302
EPP4470,패키지 > 서울/인천출발 > 유럽,[노팁 노옵션] 발칸 동유럽 5개국 9일 # 크슬.체헝오 / 일급호텔 & 직항,황금동선! 노팁 노옵션으로 편안하게. 동유럽 발칸 핵심 5개국에 꼭 봐야할 소도시까지 즐기는 여정,폴란드항공,/images/air_logo/air_LO01.gif,"월, 수, 토 출발",여행기간 9일,"2,890,000",EPP4470,EPP4470-250226LO,https://www.verygoodtour.com/Product/PackageList?menuCode=101210303
EPP4224,패키지 > 서울/인천출발 > 유럽,"[조금 더 욕심내어 보는] 발칸 4개국 9일 # 크슬보몬 / 코르출라 섬, 두브로브니크 자유",주말 출도착! 황금 동선으로 버스이동은 줄이고 관광은 더 알차고 여유있게!,터키항공 외 1개,/images/air_logo/air_TK01.gif,"화, 수, 금, 토 출발",여행기간 9일 부터,"2,190,000",EPP4224,EPP4224-250226TKW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP4270,패키지 > 서울/인천출발 > 유럽,"3/7 확정 [패키지 속 자유] 발칸 2개국 9일 # 크슬 / 일급호텔, 직항","국적기 직항 탑승! 발칸의 하이라이트 크로아티아,슬로베니아만 찬찬히 보는 일정",대한항공 외 1개,/images/air_logo/air_KE01.gif,매일 출발,여행기간 9일,"2,090,000",EPP4270,EPP4270-250224LO,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP4220,패키지 > 서울/인천출발 > 유럽,"[매혹적인 아름다움, 그 너머] 발칸 3개국 9일 # 크.슬.보 / 직항 / 두브로브니크 & 스플리트 자유",직항탑승! 여유로운 동선으로 두브로브니크와 스플리트에서 자유시간 보장! 헝가리 소도시 케스트헤이도 함께 즐기기~,폴란드항공 외 1개,/images/air_logo/air_LO01.gif,"월, 화, 수, 목, 토 출발",여행기간 9일,"1,990,000",EPP4220,EPP4220-250226,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP4101,패키지 > 서울/인천출발 > 유럽,[노팁 노옵션 노쇼핑] 발칸 3개국 9일 # 크.슬.보 / 일급호텔 / 이스트라반도,국적기 직항탑승! 노팁 노옵션으로 편안하게.  발칸의 핵심 3개국과 크로아티아 소도시 까지 즐기는 여정,대한항공,/images/air_logo/air_KE01.gif,"월, 화, 목, 토 출발",여행기간 9일,"2,879,000",EPP4101,EPP4101-250220,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP4790,패키지 > 서울/인천출발 > 유럽,[드라큘라 전설의 시작] 루마니아와 불가리아 2개국 8일 # 일급호텔,발칸의 중심 루마니아 불가리아 집중 관광 코스로 인기관광지 핵심만 콕콕!!,터키항공,/images/air_logo/air_TK01.gif,"수, 금 출발",여행기간 8일,"2,090,000",EPP4790,EPP4790-250226TKW,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP4250,패키지 > 서울/인천출발 > 유럽,[계절 따라 다른 멋] 발칸 2개국 9일 #크.슬 / A380 / 대도시 자유시간 & 일몰 멋집 자다르,파아란 아드리아해를 따라가며 2개국의 만족도 높은 관광지만 엄선하여 관광하는 일정,에미레이트항공,/images/air_logo/air_EK01.gif,"화, 수, 금, 토 출발",여행기간 9일,"1,890,000",EPP4250,EPP4250-250226,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP4016,패키지 > 서울/인천출발 > 유럽,[아드리아해의 푸른 유혹] 발칸 3개국 9일 # 크슬보 / 직항탑승 / 님펜부르크 궁전 입장,아드리아해에 접해있는 발칸반도 하이라이트 세 나라 집중 관광 코스!,루프트한자항공,/images/air_logo/air_LH01.gif,"화, 금 출발",여행기간 9일,"2,090,000",EPP4016,EPP4016-250228LH,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP4776,패키지 > 서울/인천출발 > 유럽,[자세히 보면 더 어여쁜] 발칸 2개국 9일 # 크슬 / 직항. 일급호텔 / 두브로브니크 2박,직항탑승! 일급호텔 숙박! 여유있는 두브로브니크 2박! 헝가리 티허니 마을은 뽀너스~,폴란드항공 외 1개,/images/air_logo/air_LO01.gif,"월, 수, 목, 토 출발",여행기간 9일,"2,290,000",EPP4776,EPP4776-250224,https://www.verygoodtour.com/Product/PackageList?menuCode=101210401
EPP400,패키지 > 서울/인천출발 > 유럽,"[패키지 속 자유] 발칸 9개국 13일 #크슬보몬알마세불루 / 크르카 국립공원, 시기쇼아라 역사지구",발칸반도 전체를 아우르는 정통 9개국 일주 여행. 색다른 매력 크르카 국립공원 포함 일정,터키항공,/images/air_logo/air_TK01.gif,"월, 금 출발",여행기간 13일,"2,790,000",EPP400,EPP400-250224TK,https://www.verygoodtour.com/Product/PackageList?menuCode=101210402
